record,date,status,qtime,start_date,age,gender,zipcode,fylke2024,kommune2024,landsdel2024,age_group,age_group2,_v1,_v2,_v3,_v4,_v5,_v6,_v7,_v8,_v9,_v10,Q1r10oe,_v11,_v12,_v13,_v14,_v15,_v16,_v17,_v18,_v19,_v20,_v21,_v22,_v23,_v24,Q2r13oe,Q6,Q7,Q8,Q9,Q10,Q12,Q13,Q13b,Q14r1,_v25,_v26,_v27,_v28,_v29,_v30,_v31,_v32,_v33,_v34,_v35,_v36,_v37,_v38,_v39,_v40,_v41,_v42,_v43,_v44,_v45,_v46,_v47,_v48,_v49,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q17_12,Q17_13,Q17_14,Q17_15,Q17_16,Q17_17,Q17_18,Q17_19,Q17_20,Q17_21,Q17_22,Q17_23,Q17_24,_v50,_v51,_v52,_v53,_v54,_v55,_v56,_v57,_v58,_v59,_v60,_v61,_v62,_v63,_v64,_v65,_v66,_v67,_v68,_v69,_v70,_v71,_v72,_v73,_v74,_v75,_v76,_v77,_v78,_v79,_v80,_v81,_v82,_v83,_v84,_v85,_v86,_v87,_v88,_v89,_v90,_v91,_v92,_v93,_v94,_v95,_v96,_v97,Q25r1,Q25r2,Q25r3,Q25r4,Q25r5,Q25r6,Q26,Q27,Q27r11oe,Q27b,Q27br8oe,Q27c,Q30_desktop,Q30_mobile,Q30,Q31,Q32,Q33r1,Q33r2,Q33r3,Q33r4,Q33r5,Q33r6,Q33r7,Q33r8,Q33r9,Q33r10,Q33r11,Q33r12,Q34_1,Q34_2,Q35_1,Q35_2,Q36,Q37,Q37r99oe,Q38,Q39,Q40,Q40r21oe,Q41,Q42r1,_v98,UniqueID,non_respondent,educationLevel,personal_income
546,04/18/2025 00:23,Qualified,1651.029,04/17/2025 10:53,39,Mann,2110,Innlandet,Sør-Odal,Østlandet,30-39,30-39,Not selected,Not selected,Arbeidsplasser og økonomisk omstilling,Not selected,Not selected,Not selected,Politi & forsvar,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Redusere kraftforbruk gjennom energisparing (Enøk),Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Atomkraftverk,Not selected,Not selected,,Nei,1 Svært negativ,Ja,Vet ikke,7 Svært bekymret,25 dager eller mer,Ja,Nei,30000,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_5,Q17_6,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_14,Not selected,Q17_16,Q17_17,Not selected,Q17_19,Not selected,Q17_21,Not selected,Q17_23,Not selected,,,,,Ingen utbygging,Ingen utbygging,,,,,,,,Ingen utbygging,,Ingen utbygging,Ingen utbygging,,Ingen utbygging,,Ingen utbygging,,Ingen utbygging,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_5,Q17_6,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_14,Not selected,Q17_16,Q17_17,Not selected,Q17_19,Not selected,Q17_21,Not selected,Q17_23,Not selected,1 Ikke viktig i det hele tatt,1 Ikke viktig i det hele tatt,5,7 Svært viktig,7 Svært viktig,1 Ikke viktig i det hele tatt,1 Svært lett,"Utbygging hadde for store effekter på natur og miljø, fordelene tatt i betraktning",,,,"Jeg støtter ikke vindkraftutbygging, uansett lokasjon",,0% vind 100% sol,0% vind 100% sol,7 Svært viktig,"Ja, vi må ikke redusere disse arealene",7 Generell stor negativ innvirkning,5,5,5,6,7 Generell stor negativ innvirkning,5,5,6,7 Generell stor negativ innvirkning,5,5,Jeg er imot utbygging uansett,,Jeg er imot utbygging uansett,,Nei,Nei,,3-4-årig universitetsutdanning (bachelor/cand.mag.),"Ja, vi bor i nærheten av arealer der det er eller kan bli aktuelt å bygge kraftverk",1 400 001 – 1 600 000 kr,,Ganske usikker,Det er misvisende å oppgi kraftproduksjon i antall dekkede husstander ettersom det er industri og næringsliv som hovedsakelig har behov for mer kraft. Jeg har heller ikke tro på at utbygging av lokal kraft fører til noen reduksjon i strømprisen slik den beregnes i dag.,Not selected,,,,
566,04/17/2025 23:05,Qualified,661.932,04/17/2025 22:54,26,Mann,2100,Innlandet,Sør-Odal,Østlandet,Less than 30,18-29,Not selected,Not selected,Arbeidsplasser og økonomisk omstilling,Not selected,Not selected,Samferdsel & annen infrastruktur,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Produsere mer fra solenergi i Norge,Not selected,Not selected,Not selected,Not selected,Not selected,Atomkraftverk,Not selected,Not selected,,Nei,3,Nei,"Færre, store anlegg med mange turbiner for hvert anlegg",6,13-24 dager,Nei,Ja,16000,Not selected,Q17_1,Not selected,Q17_3,Q17_4,Not selected,Not selected,Not selected,Q17_8,Not selected,Q17_10,Q17_11,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_20,Not selected,Q17_22,Not selected,Not selected,Utbygging,,Ingen utbygging,Ingen utbygging,,,,Ingen utbygging,,Utbygging,Ingen utbygging,,,,,,,,,Ingen utbygging,,Ingen utbygging,,,Q17_1,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_10,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_3,Q17_4,Not selected,Not selected,Not selected,Q17_8,Not selected,Not selected,Q17_11,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_20,Not selected,Q17_22,Not selected,Not selected,4,4,5,4,7 Svært viktig,5,2,,,,,Min holdning ville vært den samme uansett hvor anlegget bygges,,60% vind 40% sol,60% vind 40% sol,5,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",6,6,4 Nøytral,5,6,5,5,5,5,5,5,5,50 000 kr,,50 000 kr,,Nei,Nei,,3-4-årig universitetsutdanning (bachelor/cand.mag.),Nei,1 000 001 – 1 200 000 kr,,Veldig sikker,,"Nei, ingen ekstra kommentarer",,,,
564,04/17/2025 21:30,Qualified,665.326,04/17/2025 21:18,50,Mann,2320,Innlandet,Ringsaker,Østlandet,50-99,50-59,Not selected,Not selected,Not selected,Helse & eldreomsorg,Not selected,Samferdsel & annen infrastruktur,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Not selected,Redusere kraftforbruk gjennom energisparing (Enøk),Not selected,Not selected,Not selected,Not selected,Atomkraftverk,Not selected,Not selected,,Nei,4 Nøytral,Ja,"Færre, store anlegg med mange turbiner for hvert anlegg",6,25 dager eller mer,Nei,Nei,,Vet ikke,Not selected,Q17_2,Not selected,Not selected,Not selected,Not selected,Q17_7,Not selected,Q17_9,Not selected,Not selected,Q17_12,Q17_13,Not selected,Q17_15,Not selected,Not selected,Q17_18,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_24,,Ingen utbygging,,,,,Ingen utbygging,,Ingen utbygging,,,Utbygging,Ingen utbygging,,Ingen utbygging,,,Ingen utbygging,,,,,,Ingen utbygging,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_12,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_2,Not selected,Not selected,Not selected,Not selected,Q17_7,Not selected,Q17_9,Not selected,Not selected,Not selected,Q17_13,Not selected,Q17_15,Not selected,Not selected,Q17_18,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_24,5,5,5,5,3,3,3,,,,,Min holdning ville vært den samme uansett hvor anlegget bygges,,40% vind 60% sol,40% vind 60% sol,5,"Ja, vi må ikke redusere disse arealene",6,4 Nøytral,3,5,3,6,5,4 Nøytral,3,3,2,5,20 000 kr,,20 000 kr,,Nei,Ja,,3-4-årig universitetsutdanning (bachelor/cand.mag.),Nei,1 200 001 – 1 400 000 kr,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
562,04/17/2025 19:40,Qualified,2993.421,04/17/2025 18:50,74,Mann,2910,Innlandet,Nord-Aurdal,Østlandet,50-99,60+,Not selected,Not selected,Not selected,Helse & eldreomsorg,Utdanning & forsking,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Bygge ut mer landbasert vindkraft i Norge,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Not selected,Not selected,Not selected,Not selected,Not selected,Bygge vindkraftverk til havs,Not selected,Not selected,Not selected,,Nei,6,Nei,"Færre, store anlegg med mange turbiner for hvert anlegg",3,Ikke i det hele tatt,Nei,Nei,18000,Not selected,Not selected,Not selected,Q17_3,Q17_4,Not selected,Q17_6,Not selected,Q17_8,Not selected,Q17_10,Q17_11,Q17_12,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_20,Not selected,Not selected,Not selected,Not selected,,,Utbygging,Utbygging,,Ingen utbygging,,Utbygging,,Ingen utbygging,Ingen utbygging,Utbygging,,,,,,,,Utbygging,,,,,Not selected,Not selected,Q17_3,Q17_4,Not selected,Not selected,Not selected,Q17_8,Not selected,Not selected,Not selected,Q17_12,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_20,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_6,Not selected,Not selected,Not selected,Q17_10,Q17_11,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,6,6,6,5,2,4,3,,,,,Min holdning ville vært den samme uansett hvor anlegget bygges,80% vind 20% sol,,80% vind 20% sol,5,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",2,5,3,6,6,5,3,2,5,5,2,3,Jeg er for utbygging uansett,,Jeg er for utbygging uansett,,Nei,Nei,,3-4-årig universitetsutdanning (bachelor/cand.mag.),"Ja, vi bor i nærheten av arealer der det er eller kan bli aktuelt å bygge kraftverk",600 001 – 800 000 kr,,Ganske sikker,,"Nei, ingen ekstra kommentarer",,,,
563,04/17/2025 19:16,Qualified,990.688,04/17/2025 18:59,63,Mann,2860,Innlandet,Søndre Land,Østlandet,50-99,60+,Not selected,Not selected,Not selected,Helse & eldreomsorg,Not selected,Not selected,Politi & forsvar,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Bygge gasskraftverk i Norge,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Bygge vindkraftverk til havs,Atomkraftverk,Not selected,Not selected,,Nei,3,Ja,"Flere, mindre anlegg med færre turbiner per anlegg",6,13-24 dager,Nei,Nei,20000,Not selected,Q17_1,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_9,Not selected,Not selected,Not selected,Q17_13,Q17_14,Q17_15,Not selected,Not selected,Q17_18,Q17_19,Not selected,Not selected,Not selected,Q17_23,Not selected,Utbygging,,,,,,,,Ingen utbygging,,,,Ingen utbygging,Ingen utbygging,Ingen utbygging,,,Ingen utbygging,Ingen utbygging,,,,Ingen utbygging,,Q17_1,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_9,Not selected,Not selected,Not selected,Q17_13,Q17_14,Q17_15,Not selected,Not selected,Q17_18,Q17_19,Not selected,Not selected,Not selected,Q17_23,Not selected,6,6,7 Svært viktig,6,6,2,5,,,,,Min holdning ville vært den samme uansett hvor anlegget bygges,,0% vind 100% sol,0% vind 100% sol,7 Svært viktig,"Ja, vi må ikke redusere disse arealene",7 Generell stor negativ innvirkning,5,4 Nøytral,6,5,6,5,3,5,3,3,3,Mer enn 150 000 kr,200000,100 000 kr,,Nei,Nei,,3-4-årig universitetsutdanning (bachelor/cand.mag.),"Ja, vi bor i nærheten av arealer der det er eller kan bli aktuelt å bygge kraftverk",800 001 – 1 000 000 kr,,Ganske sikker,,"Nei, ingen ekstra kommentarer",,,,
558,04/17/2025 17:13,Qualified,508.315,04/17/2025 17:05,37,Mann,2323,Innlandet,Hamar,Østlandet,30-39,30-39,Not selected,Not selected,Arbeidsplasser og økonomisk omstilling,Not selected,Not selected,Not selected,Politi & forsvar,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Not selected,Not selected,Not selected,Not selected,Not selected,Bygge vindkraftverk til havs,Atomkraftverk,Not selected,Not selected,,Nei,5,Nei,"Færre, store anlegg med mange turbiner for hvert anlegg",5,2-12 dager,Nei,Nei,20000,Not selected,Not selected,Q17_2,Not selected,Not selected,Q17_5,Not selected,Q17_7,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_16,Q17_17,Not selected,Not selected,Not selected,Q17_21,Q17_22,Not selected,Q17_24,,Ingen utbygging,,,Ingen utbygging,,Utbygging,,,,,,,,,Utbygging,Utbygging,,,,Utbygging,Ingen utbygging,,Ingen utbygging,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_7,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_16,Q17_17,Not selected,Not selected,Not selected,Q17_21,Not selected,Not selected,Not selected,Not selected,Q17_2,Not selected,Not selected,Q17_5,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_22,Not selected,Q17_24,4,5,5,5,1 Ikke viktig i det hele tatt,7 Svært viktig,5,,,,,Min holdning ville vært den samme uansett hvor anlegget bygges,,80% vind 20% sol,80% vind 20% sol,3,"Ja, vi må ikke redusere disse arealene",4 Nøytral,5,4 Nøytral,5,6,6,3,2,6,7 Generell stor negativ innvirkning,3,4 Nøytral,10 000 kr,,6000 kr,,Nei,Nei,,3-4-årig universitetsutdanning (bachelor/cand.mag.),Nei,1 000 001 – 1 200 000 kr,,Ganske sikker,,"Nei, ingen ekstra kommentarer",,,,
555,04/17/2025 16:35,Qualified,1076.416,04/17/2025 16:16,66,Mann,2316,Innlandet,Hamar,Østlandet,50-99,60+,Not selected,Klimatiltak (utslippsreduksjoner & tilpasning),Not selected,Not selected,Not selected,Not selected,Politi & forsvar,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Not selected,Not selected,Not selected,Not selected,Not selected,Bygge vindkraftverk til havs,Atomkraftverk,Not selected,Not selected,,Nei,1 Svært negativ,Nei,"Færre, store anlegg med mange turbiner for hvert anlegg",7 Svært bekymret,2-12 dager,Nei,Nei,25000,Not selected,Not selected,Not selected,Not selected,Q17_4,Not selected,Not selected,Not selected,Q17_8,Not selected,Q17_10,Not selected,Not selected,Q17_13,Q17_14,Not selected,Not selected,Q17_17,Not selected,Not selected,Q17_20,Q17_21,Not selected,Not selected,Not selected,,,,Ingen utbygging,,,,Ingen utbygging,,Ingen utbygging,,,Ingen utbygging,Ingen utbygging,,,Ingen utbygging,,,Ingen utbygging,Ingen utbygging,,,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_4,Not selected,Not selected,Not selected,Q17_8,Not selected,Q17_10,Not selected,Not selected,Q17_13,Q17_14,Not selected,Not selected,Q17_17,Not selected,Not selected,Q17_20,Q17_21,Not selected,Not selected,Not selected,7 Svært viktig,1 Ikke viktig i det hele tatt,5,2,2,1 Ikke viktig i det hele tatt,2,"Utbygging hadde for store effekter på natur og miljø, fordelene tatt i betraktning",,,,"Jeg støtter ikke vindkraftutbygging, uansett lokasjon",80% vind 20% sol,,80% vind 20% sol,7 Svært viktig,"Ja, vi må ikke redusere disse arealene",6,5,4 Nøytral,6,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,4 Nøytral,4 Nøytral,5,4 Nøytral,6,7 Generell stor negativ innvirkning,Jeg er imot utbygging uansett,,Jeg er imot utbygging uansett,,Nei,Ja,,5-årig universitetsutdanning (mastergrad/profesjonsutdanning),Nei,800 001 – 1 000 000 kr,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
553,04/17/2025 16:06,Qualified,3026.369,04/17/2025 15:15,90,Mann,2260,Innlandet,Grue,Østlandet,50-99,60+,Not selected,Not selected,Not selected,Helse & eldreomsorg,Not selected,Not selected,Politi & forsvar,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Not selected,Redusere kraftforbruk gjennom energisparing (Enøk),Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Not selected,Not selected,Not selected,,Nei,4 Nøytral,Nei,Vet ikke,4 Nøytral,Ikke i det hele tatt,Nei,Nei,15000,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_6,Q17_7,Not selected,Q17_9,Not selected,Not selected,Q17_12,Not selected,Not selected,Q17_15,Q17_16,Not selected,Q17_18,Q17_19,Not selected,Not selected,Not selected,Not selected,Not selected,,,,,,Ingen utbygging,Ingen utbygging,,Ingen utbygging,,,Ingen utbygging,,,Ingen utbygging,Ingen utbygging,,Ingen utbygging,Ingen utbygging,,,,,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_6,Q17_7,Not selected,Q17_9,Not selected,Not selected,Q17_12,Not selected,Not selected,Q17_15,Q17_16,Not selected,Q17_18,Q17_19,Not selected,Not selected,Not selected,Not selected,Not selected,7 Svært viktig,4,2,6,2,1 Ikke viktig i det hele tatt,5,"Utbygging hadde for store effekter på natur og miljø, fordelene tatt i betraktning",,,,Jeg ville vært mer positiv hvis anlegget ble bygget i en helt annen del av landet,40% vind 60% sol,,40% vind 60% sol,4,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",7 Generell stor negativ innvirkning,5,2,4 Nøytral,4 Nøytral,4 Nøytral,5,3,4 Nøytral,4 Nøytral,3,4 Nøytral,Vet ikke,,Vet ikke,,Nei,Nei,,Fagbrev,Nei,400 001 – 600 000 kr,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
552,04/17/2025 15:45,Qualified,2936.124,04/17/2025 14:56,42,Kvinne,2312,Innlandet,Stange,Østlandet,40-49,40-49,Not selected,Not selected,Not selected,Not selected,Not selected,Samferdsel & annen infrastruktur,Not selected,Not selected,Not selected,"Annet, vennligst spesifiser","Enkle, rettferdige trygdeytelser og minstelønn til å leve verdige liv av og skattelettelser for inntekt under 500 000kr og forenklet og ansvarlig buråkrati",Not selected,Not selected,Not selected,Not selected,Not selected,Produsere mer fra solenergi i Norge,Not selected,Not selected,Geotermisk kraft&nbsp;,Eksportere mindre kraft til utlandet,Not selected,Not selected,Not selected,Not selected,,Nei,1 Svært negativ,Ja,Vet ikke,7 Svært bekymret,Ikke i det hele tatt,Nei,Nei,,Vet ikke,Q17_1,Q17_2,Q17_3,Not selected,Q17_5,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_11,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_22,Q17_23,Q17_24,Ingen utbygging,Ingen utbygging,Ingen utbygging,,Ingen utbygging,,,,,,Ingen utbygging,,,,,,,,,,,Ingen utbygging,Ingen utbygging,Ingen utbygging,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_1,Q17_2,Q17_3,Not selected,Q17_5,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_11,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_22,Q17_23,Q17_24,1 Ikke viktig i det hele tatt,1 Ikke viktig i det hele tatt,7 Svært viktig,4,7 Svært viktig,4,3,Det burde ikke bygges mer landbasert vindkraft i Norge,,,,"Jeg støtter ikke vindkraftutbygging, uansett lokasjon",,20% vind 80% sol,20% vind 80% sol,7 Svært viktig,"Ja, vi må ikke redusere disse arealene",7 Generell stor negativ innvirkning,6,4 Nøytral,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,4 Nøytral,6,7 Generell stor negativ innvirkning,4 Nøytral,6,4 Nøytral,7 Generell stor negativ innvirkning,Jeg er imot utbygging uansett,,Jeg er imot utbygging uansett,,Nei,Nei,,3-4-årig universitetsutdanning (bachelor/cand.mag.),Vet ikke,200 001 – 400 000 kr,,Ganske sikker,Norge bør være selvforsynt med energi og ikke drive med import og export,Not selected,,,,
554,04/17/2025 15:37,Qualified,731.049,04/17/2025 15:24,71,Mann,2312,Innlandet,Stange,Østlandet,50-99,60+,Not selected,Not selected,Not selected,Helse & eldreomsorg,Not selected,Samferdsel & annen infrastruktur,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Atomkraftverk,Not selected,Not selected,,Nei,3,Nei,"Færre, store anlegg med mange turbiner for hvert anlegg",5,Ikke i det hele tatt,Nei,Nei,20000,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_5,Not selected,Not selected,Not selected,Not selected,Q17_10,Q17_11,Q17_12,Not selected,Q17_14,Not selected,Not selected,Not selected,Not selected,Q17_19,Not selected,Q17_21,Not selected,Not selected,Q17_24,,,,,Ingen utbygging,,,,,Ingen utbygging,Ingen utbygging,Ingen utbygging,,Ingen utbygging,,,,,Ingen utbygging,,Ingen utbygging,,,Ingen utbygging,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_5,Not selected,Not selected,Not selected,Not selected,Q17_10,Q17_11,Q17_12,Not selected,Q17_14,Not selected,Not selected,Not selected,Not selected,Q17_19,Not selected,Q17_21,Not selected,Not selected,Q17_24,2,7 Svært viktig,7 Svært viktig,7 Svært viktig,7 Svært viktig,4,2,Det burde ikke bygges mer landbasert vindkraft i Norge,,,,"Jeg støtter ikke vindkraftutbygging, uansett lokasjon",0% vind 100% sol,,0% vind 100% sol,6,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",6,5,2,4 Nøytral,5,5,5,4 Nøytral,4 Nøytral,5,2,6,Vet ikke,,Vet ikke,,Nei,Nei,,3-4-årig universitetsutdanning (bachelor/cand.mag.),Nei,1 200 001 – 1 400 000 kr,,Veldig usikker,,"Nei, ingen ekstra kommentarer",,,,
551,04/17/2025 14:37,Qualified,790.585,04/17/2025 14:24,74,Mann,2930,Innlandet,Sør-Aurdal,Østlandet,50-99,60+,Not selected,Not selected,Not selected,Helse & eldreomsorg,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,"Bygge ut nye, småskala vannkraftanlegg i småelver i Norge",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Nei,6,Ja,"Flere, mindre anlegg med færre turbiner per anlegg",3,Ikke i det hele tatt,Nei,Ja,40000,Not selected,Q17_1,Q17_2,Q17_3,Not selected,Not selected,Q17_6,Q17_7,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_15,Not selected,Not selected,Q17_18,Not selected,Q17_20,Not selected,Not selected,Not selected,Not selected,Utbygging,Utbygging,Utbygging,,,Utbygging,Utbygging,,,,,,,,Utbygging,,,Utbygging,,Utbygging,,,,,Q17_1,Q17_2,Q17_3,Not selected,Not selected,Q17_6,Q17_7,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_15,Not selected,Not selected,Q17_18,Not selected,Q17_20,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,6,4,4,3,3,5,2,,,Det burde bygges mer landbasert vindkraft i Norge,,Min holdning ville vært den samme uansett hvor anlegget bygges,,80% vind 20% sol,80% vind 20% sol,3,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",4 Nøytral,5,4 Nøytral,5,5,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,5,10 000 kr,,5000 kr,,Ja,Ja,,3-4-årig universitetsutdanning (bachelor/cand.mag.),Nei,1 000 001 – 1 200 000 kr,,Ganske sikker,,"Nei, ingen ekstra kommentarer",,,,
