record,date,qtime,start_date,status,age,gender,zipcode,fylke2024,kommune2024,landsdel2024,age_group,age_group2,_v1,_v2,_v3,_v4,_v5,_v6,_v7,_v8,_v9,_v10,Q1r10oe,_v11,_v12,_v13,_v14,_v15,_v16,_v17,_v18,_v19,_v20,_v21,_v22,_v23,_v24,Q2r13oe,Q6,Q7,Q8,Q9,Q10,Q12,Q13,Q13b,Q14r1,_v25,_v26,_v27,_v28,_v29,_v30,_v31,_v32,_v33,_v34,_v35,_v36,_v37,_v38,_v39,_v40,_v41,_v42,_v43,_v44,_v45,_v46,_v47,_v48,_v49,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q17_12,Q17_13,Q17_14,Q17_15,Q17_16,Q17_17,Q17_18,Q17_19,Q17_20,Q17_21,Q17_22,Q17_23,Q17_24,_v50,_v51,_v52,_v53,_v54,_v55,_v56,_v57,_v58,_v59,_v60,_v61,_v62,_v63,_v64,_v65,_v66,_v67,_v68,_v69,_v70,_v71,_v72,_v73,_v74,_v75,_v76,_v77,_v78,_v79,_v80,_v81,_v82,_v83,_v84,_v85,_v86,_v87,_v88,_v89,_v90,_v91,_v92,_v93,_v94,_v95,_v96,_v97,Q25r1,Q25r2,Q25r3,Q25r4,Q25r5,Q25r6,Q26,Q27,Q27r11oe,Q27b,Q27br8oe,Q27c,Q30_desktop,Q30_mobile,Q30,Q31,Q32,Q33r1,Q33r2,Q33r3,Q33r4,Q33r5,Q33r6,Q33r7,Q33r8,Q33r9,Q33r10,Q33r11,Q33r12,Q34_1,Q34_2,Q35_1,Q35_2,Q36,Q37,Q37r99oe,Q38,Q39,Q40,Q40r21oe,Q41,Q42r1,_v98,UniqueID,non_respondent,educationLevel,personal_income
2075,05/03/2025 22:47,698.127,05/03/2025 22:35,Qualified,32,Kvinne,2840,Innlandet,Vestre Toten,Østlandet,30-39,30-39,Not selected,Not selected,Arbeidsplasser og økonomisk omstilling,Helse & eldreomsorg,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Produsere mer fra solenergi i Norge,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Not selected,Not selected,Not selected,,Nei,1 Svært negativ,Nei,"Flere, mindre anlegg med færre solcellepaneler per anlegg",6,Ikke i det hele tatt,Nei,Nei,,Vet ikke,Not selected,Not selected,Q17_3,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_9,Q17_10,Not selected,Q17_12,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_19,Not selected,Q17_21,Q17_22,Not selected,Q17_24,,,Ingen utbygging,,,,,,Ingen utbygging,Ingen utbygging,,Ingen utbygging,,,,,,,Ingen utbygging,,Ingen utbygging,Ingen utbygging,,Ingen utbygging,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_3,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_9,Q17_10,Not selected,Q17_12,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_19,Not selected,Q17_21,Q17_22,Not selected,Q17_24,1 Ikke viktig i det hele tatt,1 Ikke viktig i det hele tatt,1 Ikke viktig i det hele tatt,1 Ikke viktig i det hele tatt,1 Ikke viktig i det hele tatt,1 Ikke viktig i det hele tatt,1 Svært lett,Å forsyne Europe med fornybar energi fra Norge skal ikke gå på bekostning av norsk natur,,,,Jeg er usikker,,20% vind 80% sol,20% vind 80% sol,7 Svært viktig,"Ja, vi må ikke redusere disse arealene",7 Generell stor negativ innvirkning,5,1 Generell liten negativ innvirkning,4 Nøytral,4 Nøytral,5,3,4 Nøytral,4 Nøytral,5,4 Nøytral,4 Nøytral,Mer enn 150 000 kr,200000,Jeg er imot utbygging uansett,,Nei,Ja,,Fagbrev,Nei,2 000 001 – 2 200 000 kr,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
2204,05/06/2025 11:40,389.911,05/06/2025 11:33,Qualified,43,Mann,2607,Innlandet,Lillehammer,Østlandet,40-49,40-49,Not selected,Not selected,Arbeidsplasser og økonomisk omstilling,Not selected,Not selected,Not selected,Politi & forsvar,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Not selected,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Not selected,Not selected,Not selected,,Nei,3,Ja,"Færre, store anlegg med mange solcellepaneler for hvert anlegg",7 Svært bekymret,Ikke i det hele tatt,Nei,Nei,,Vet ikke,Not selected,Not selected,Not selected,Q17_4,Q17_5,Q17_6,Not selected,Not selected,Q17_9,Not selected,Not selected,Not selected,Q17_13,Q17_14,Not selected,Not selected,Not selected,Not selected,Q17_19,Not selected,Not selected,Not selected,Q17_23,Not selected,,,,Ingen utbygging,Ingen utbygging,Ingen utbygging,,,Ingen utbygging,,,,Ingen utbygging,Ingen utbygging,,,,,Ingen utbygging,,,,Ingen utbygging,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_4,Q17_5,Q17_6,Not selected,Not selected,Q17_9,Not selected,Not selected,Not selected,Q17_13,Q17_14,Not selected,Not selected,Not selected,Not selected,Q17_19,Not selected,Not selected,Not selected,Q17_23,Not selected,3,7 Svært viktig,6,6,5,1 Ikke viktig i det hele tatt,2,"Utbygging hadde for store effekter på natur og miljø, fordelene tatt i betraktning",,,,Min holdning ville vært den samme uansett hvor anlegget bygges,,20% vind 80% sol,20% vind 80% sol,7 Svært viktig,"Ja, vi må ikke redusere disse arealene",7 Generell stor negativ innvirkning,3,3,7 Generell stor negativ innvirkning,5,7 Generell stor negativ innvirkning,5,4 Nøytral,7 Generell stor negativ innvirkning,6,4 Nøytral,7 Generell stor negativ innvirkning,Jeg er imot utbygging uansett,,Jeg er imot utbygging uansett,,Nei,Ja,,5-årig universitetsutdanning (mastergrad/profesjonsutdanning),"Ja, vi bor i nærheten av arealer der det er eller kan bli aktuelt å bygge kraftverk",Ønsker ikke å oppgi,,Ganske sikker,,"Nei, ingen ekstra kommentarer",,,,
1121,04/24/2025 17:03,440.471,04/24/2025 13:24,Qualified,66,Kvinne,2827,Innlandet,Gjøvik,Østlandet,50-99,60+,Not selected,Not selected,Not selected,Helse & eldreomsorg,Not selected,Not selected,Politi & forsvar,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Not selected,Not selected,Not selected,,Nei,4 Nøytral,Nei,Vet ikke,4 Nøytral,Ikke i det hele tatt,Nei,Nei,,Vet ikke,Q17_1,Not selected,Not selected,Q17_4,Not selected,Q17_6,Not selected,Q17_8,Not selected,Not selected,Not selected,Not selected,Q17_13,Q17_14,Not selected,Q17_16,Not selected,Not selected,Q17_19,Not selected,Not selected,Not selected,Not selected,Not selected,Ingen utbygging,,,Ingen utbygging,,Ingen utbygging,,Ingen utbygging,,,,,Ingen utbygging,Ingen utbygging,,Ingen utbygging,,,Ingen utbygging,,,,,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_1,Not selected,Not selected,Q17_4,Not selected,Q17_6,Not selected,Q17_8,Not selected,Not selected,Not selected,Not selected,Q17_13,Q17_14,Not selected,Q17_16,Not selected,Not selected,Q17_19,Not selected,Not selected,Not selected,Not selected,Not selected,4,3,5,5,3,5,6,Valgene var for vanskelige,,,,Jeg er usikker,,40% vind 60% sol,40% vind 60% sol,3,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,10 000 kr,,10 000 kr,,Nei,Nei,,Grunnskole (7-10 år),Nei,Ønsker ikke å oppgi,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
1288,04/25/2025 22:09,453.141,04/25/2025 22:01,Qualified,25,Kvinne,2335,Innlandet,Stange,Østlandet,Less than 30,18-29,Vern av natur & biologisk mangfold,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Asyl & integrering,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Atomkraftverk,Not selected,Not selected,,Nei,3,Nei,"Flere, mindre anlegg med færre solcellepaneler per anlegg",7 Svært bekymret,Ikke i det hele tatt,Nei,Nei,7000,Not selected,Not selected,Not selected,Not selected,Q17_4,Not selected,Q17_6,Q17_7,Not selected,Not selected,Q17_10,Q17_11,Q17_12,Not selected,Q17_14,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_21,Not selected,Not selected,Not selected,,,,Ingen utbygging,,Ingen utbygging,Ingen utbygging,,,Ingen utbygging,Ingen utbygging,Ingen utbygging,,Ingen utbygging,,,,,,,Ingen utbygging,,,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_4,Not selected,Q17_6,Q17_7,Not selected,Not selected,Q17_10,Q17_11,Q17_12,Not selected,Q17_14,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_21,Not selected,Not selected,Not selected,1 Ikke viktig i det hele tatt,1 Ikke viktig i det hele tatt,7 Svært viktig,1 Ikke viktig i det hele tatt,1 Ikke viktig i det hele tatt,1 Ikke viktig i det hele tatt,2,"Utbygging hadde for store effekter på natur og miljø, fordelene tatt i betraktning",,,,"Jeg støtter ikke solkraftutbygging, uansett lokasjon",,40% vind 60% sol,40% vind 60% sol,7 Svært viktig,"Ja, vi må ikke redusere disse arealene",7 Generell stor negativ innvirkning,6,5,6,4 Nøytral,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,5,4 Nøytral,4 Nøytral,5,7 Generell stor negativ innvirkning,Jeg er imot utbygging uansett,,Jeg er imot utbygging uansett,,Nei,Nei,,5-årig universitetsutdanning (mastergrad/profesjonsutdanning),Nei,1 200 001 – 1 400 000 kr,,Veldig usikker,,"Nei, ingen ekstra kommentarer",,,,
1107,04/24/2025 12:49,562.151,04/24/2025 12:39,Qualified,27,Mann,2312,Innlandet,Stange,Østlandet,Less than 30,18-29,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Politi & forsvar,Asyl & integrering,Not selected,Not selected,,Not selected,Bygge ut mer landbasert vindkraft i Norge,Not selected,Not selected,Not selected,Produsere mer fra solenergi i Norge,Not selected,Varmekraft,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Nei,7 Svært positiv,Ja,"Flere, mindre anlegg med færre solcellepaneler per anlegg",4 Nøytral,Én gang (1 dag),Nei,Ja,,Vet ikke,Q17_1,Q17_2,Q17_3,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_12,Not selected,Not selected,Q17_15,Not selected,Not selected,Not selected,Q17_19,Not selected,Not selected,Q17_22,Q17_23,Not selected,Utbygging,Ingen utbygging,Utbygging,,,,,,,,,Ingen utbygging,,,Utbygging,,,,Utbygging,,,Utbygging,Utbygging,,Q17_1,Not selected,Q17_3,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_15,Not selected,Not selected,Not selected,Q17_19,Not selected,Not selected,Q17_22,Q17_23,Not selected,Not selected,Q17_2,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_12,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,7 Svært viktig,5,7 Svært viktig,7 Svært viktig,6,7 Svært viktig,2,,,,,Min holdning ville vært den samme uansett hvor anlegget bygges,,60% vind 40% sol,60% vind 40% sol,7 Svært viktig,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",4 Nøytral,2,4 Nøytral,1 Generell liten negativ innvirkning,1 Generell liten negativ innvirkning,3,1 Generell liten negativ innvirkning,4 Nøytral,6,3,1 Generell liten negativ innvirkning,5,5000 kr,,20 000 kr,,Nei,Nei,,5-årig universitetsutdanning (mastergrad/profesjonsutdanning),Nei,800 001 – 1 000 000 kr,,Ganske sikker,,"Nei, ingen ekstra kommentarer",,,,
1674,04/29/2025 20:26,244.361,04/29/2025 20:22,Qualified,35,Mann,2212,Innlandet,Kongsvinger,Østlandet,30-39,30-39,Not selected,Not selected,Not selected,Helse & eldreomsorg,Utdanning & forsking,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Vet ikke,,Nei,4 Nøytral,Vet ikke,Vet ikke,4 Nøytral,Ikke i det hele tatt,Vet ikke,Vet ikke,,Vet ikke,Not selected,Q17_2,Not selected,Q17_4,Not selected,Not selected,Q17_7,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_13,Not selected,Q17_15,Not selected,Q17_17,Not selected,Q17_19,Not selected,Q17_21,Not selected,Not selected,Not selected,,Ingen utbygging,,Ingen utbygging,,,Ingen utbygging,,,,,,Ingen utbygging,,Ingen utbygging,,Ingen utbygging,,Ingen utbygging,,Ingen utbygging,,,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_2,Not selected,Q17_4,Not selected,Not selected,Q17_7,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_13,Not selected,Q17_15,Not selected,Q17_17,Not selected,Q17_19,Not selected,Q17_21,Not selected,Not selected,Not selected,4,4,4,4,4,4,4,Vet ikke,,,,Jeg er usikker,,20% vind 80% sol,20% vind 80% sol,4,Vet ikke,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,Mer enn 150 000 kr,90000000,Jeg er imot utbygging uansett,,Nei,Nei,,Fagbrev,Vet ikke,Ønsker ikke å oppgi,,Veldig usikker,,"Nei, ingen ekstra kommentarer",,,,
731,04/18/2025 08:51,1381.319,04/18/2025 08:28,Qualified,25,Mann,2312,Innlandet,Stange,Østlandet,Less than 30,18-29,Vern av natur & biologisk mangfold,Not selected,Not selected,Not selected,Utdanning & forsking,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Atomkraftverk,Not selected,Not selected,,Nei,3,Ja,"Færre, store anlegg med mange solcellepaneler for hvert anlegg",6,Ikke i det hele tatt,Nei,Nei,,Vet ikke,Q17_1,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_8,Not selected,Not selected,Not selected,Not selected,Q17_13,Q17_14,Not selected,Q17_16,Not selected,Not selected,Q17_19,Q17_20,Not selected,Not selected,Not selected,Q17_24,Ingen utbygging,,,,,,,Ingen utbygging,,,,,Ingen utbygging,Ingen utbygging,,Ingen utbygging,,,Ingen utbygging,Ingen utbygging,,,,Ingen utbygging,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_1,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_8,Not selected,Not selected,Not selected,Not selected,Q17_13,Q17_14,Not selected,Q17_16,Not selected,Not selected,Q17_19,Q17_20,Not selected,Not selected,Not selected,Q17_24,6,3,7 Svært viktig,5,7 Svært viktig,3,2,"Andre årsaker, vennligst spesifiser:","Solcelle ablegg er ikke noe å satse på i dag i stor skala, for areal ineffektivt og de varer bare noen tiår maks uansett",,,"Jeg støtter ikke solkraftutbygging, uansett lokasjon",,0% vind 100% sol,0% vind 100% sol,7 Svært viktig,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",7 Generell stor negativ innvirkning,6,3,4 Nøytral,4 Nøytral,2,4 Nøytral,2,2,3,2,2,100 000 kr,,150 000 kr,,Nei,Nei,,3-4-årig universitetsutdanning (bachelor/cand.mag.),Nei,600 001 – 800 000 kr,,Veldig usikker,"Når solcellepaneler og vindmøller bare opptil 30 år, føles det egentlig noe miljøvennlig, særlig når det ødelegger så mye for natur og vi har bedre alternativer som atomkraft",Not selected,,,,
723,04/17/2025 23:11,886.4640000000001,04/17/2025 20:21,Qualified,22,Mann,2647,Innlandet,Sør-Fron,Østlandet,Less than 30,18-29,Not selected,Not selected,Arbeidsplasser og økonomisk omstilling,Not selected,Not selected,Not selected,Politi & forsvar,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Not selected,Redusere kraftforbruk gjennom energisparing (Enøk),Not selected,Not selected,Not selected,Not selected,Atomkraftverk,Not selected,Not selected,,Nei,5,Ja,"Flere, mindre anlegg med færre solcellepaneler per anlegg",6,Ikke i det hele tatt,Nei,Nei,,Vet ikke,Q17_1,Not selected,Q17_3,Q17_4,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_13,Not selected,Q17_15,Q17_16,Not selected,Q17_18,Not selected,Not selected,Not selected,Not selected,Q17_23,Not selected,Utbygging,,Ingen utbygging,Utbygging,,,,,,,,,Utbygging,,Utbygging,Ingen utbygging,,Ingen utbygging,,,,,Ingen utbygging,,Q17_1,Not selected,Not selected,Q17_4,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_13,Not selected,Q17_15,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_3,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_16,Not selected,Q17_18,Not selected,Not selected,Not selected,Not selected,Q17_23,Not selected,3,4,7 Svært viktig,2,4,1 Ikke viktig i det hele tatt,7 Svært vanskelig,,,,,Jeg ville vært mer positiv hvis anlegget ble bygget i en nabokommune i stedet for min egen,,0% vind 100% sol,0% vind 100% sol,7 Svært viktig,"Ja, vi må ikke redusere disse arealene",7 Generell stor negativ innvirkning,6,6,5,7 Generell stor negativ innvirkning,6,6,5,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,6,Jeg er for utbygging uansett,,Jeg er for utbygging uansett,,Nei,Ja,,3-4-årig universitetsutdanning (bachelor/cand.mag.),Nei,400 001 – 600 000 kr,,Veldig usikker,,"Nei, ingen ekstra kommentarer",,,,
1837,05/01/2025 09:05,1465.868,05/01/2025 07:57,Qualified,75,Mann,2618,Innlandet,Lillehammer,Østlandet,50-99,60+,Not selected,Klimatiltak (utslippsreduksjoner & tilpasning),Arbeidsplasser og økonomisk omstilling,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,"Bygge ut nye, småskala vannkraftanlegg i småelver i Norge",Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Not selected,Redusere kraftforbruk gjennom energisparing (Enøk),Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Nei,5,Ja,"Flere, mindre anlegg med færre solcellepaneler per anlegg",5,Ikke i det hele tatt,Nei,Nei,14500,Not selected,Not selected,Q17_2,Not selected,Not selected,Not selected,Q17_6,Q17_7,Not selected,Not selected,Not selected,Not selected,Q17_12,Not selected,Not selected,Q17_15,Not selected,Q17_17,Not selected,Q17_19,Not selected,Not selected,Not selected,Q17_23,Not selected,,Ingen utbygging,,,,Utbygging,Ingen utbygging,,,,,Utbygging,,,Ingen utbygging,,Ingen utbygging,,Utbygging,,,,Ingen utbygging,,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_6,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_12,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_19,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_2,Not selected,Not selected,Not selected,Not selected,Q17_7,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_15,Not selected,Q17_17,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_23,Not selected,4,4,5,4,3,5,5,,,,,Min holdning ville vært den samme uansett hvor anlegget bygges,,0% vind 100% sol,0% vind 100% sol,5,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",6,4 Nøytral,3,6,5,6,3,3,3,6,3,6,50 000 kr,,Vet ikke,,Nei,Nei,,5-årig universitetsutdanning (mastergrad/profesjonsutdanning),Nei,600 001 – 800 000 kr,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
1237,04/25/2025 11:53,741.819,04/25/2025 11:40,Qualified,62,Mann,2862,Innlandet,Søndre Land,Østlandet,50-99,60+,Not selected,Not selected,Not selected,Helse & eldreomsorg,Not selected,Samferdsel & annen infrastruktur,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Bygge gasskraftverk i Norge,Not selected,Not selected,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Not selected,Not selected,Not selected,,Nei,1 Svært negativ,Ja,"Færre, store anlegg med mange solcellepaneler for hvert anlegg",7 Svært bekymret,Ikke i det hele tatt,Nei,Nei,60000,Not selected,Q17_1,Q17_2,Not selected,Q17_4,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_10,Q17_11,Q17_12,Not selected,Not selected,Not selected,Q17_16,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_24,Ingen utbygging,Ingen utbygging,,Ingen utbygging,,,,,,Ingen utbygging,Ingen utbygging,Ingen utbygging,,,,Ingen utbygging,,,,,,,,Ingen utbygging,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_1,Q17_2,Not selected,Q17_4,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_10,Q17_11,Q17_12,Not selected,Not selected,Not selected,Q17_16,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_24,4,1 Ikke viktig i det hele tatt,7 Svært viktig,7 Svært viktig,7 Svært viktig,1 Ikke viktig i det hele tatt,1 Svært lett,Å forsyne Europe med fornybar energi fra Norge skal ikke gå på bekostning av norsk natur,,,,"Jeg støtter ikke solkraftutbygging, uansett lokasjon",100% vind 0% sol,,100% vind 0% sol,4,"Ja, vi må ikke redusere disse arealene",5,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,5,7 Generell stor negativ innvirkning,5,5,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,2,5,Jeg er imot utbygging uansett,,Jeg er imot utbygging uansett,,Nei,Nei,,3-4-årig universitetsutdanning (bachelor/cand.mag.),"Ja, vi bor i nærheten av arealer der det er eller kan bli aktuelt å bygge kraftverk",1 600 001 – 1 800 000 kr,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
1031,04/23/2025 23:32,1503.35,04/23/2025 22:59,Qualified,47,Kvinne,2613,Innlandet,Lillehammer,Østlandet,40-49,40-49,Not selected,Not selected,Arbeidsplasser og økonomisk omstilling,Helse & eldreomsorg,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Not selected,Not selected,Not selected,,Nei,3,Nei,"Flere, mindre anlegg med færre solcellepaneler per anlegg",7 Svært bekymret,Vet ikke,Vet ikke,Nei,26000,Not selected,Q17_1,Not selected,Q17_3,Not selected,Q17_5,Not selected,Q17_7,Not selected,Not selected,Not selected,Q17_11,Not selected,Q17_13,Q17_14,Not selected,Q17_16,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Utbygging,,Ingen utbygging,,Ingen utbygging,,Ingen utbygging,,,,Ingen utbygging,,Ingen utbygging,Ingen utbygging,,Utbygging,,,,,,,,,Q17_1,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_16,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_3,Not selected,Q17_5,Not selected,Q17_7,Not selected,Not selected,Not selected,Q17_11,Not selected,Q17_13,Q17_14,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,4,4,4,6,6,7 Svært viktig,6,,,,,Jeg ville vært mer positiv hvis anlegget ble bygget i en nabokommune i stedet for min egen,,100% vind 0% sol,100% vind 0% sol,7 Svært viktig,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",2,7 Generell stor negativ innvirkning,2,4 Nøytral,4 Nøytral,5,7 Generell stor negativ innvirkning,4 Nøytral,5,7 Generell stor negativ innvirkning,4 Nøytral,6,Vet ikke,,Vet ikke,,Nei,Nei,,Fagbrev,Vet ikke,400 001 – 600 000 kr,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
